# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-s" "1" "-t" "gene" "-g" "ID" "--primary" "-T" "16" "-a" "../sacCer3/sacCer3_RENAMED.gff" "-o" "wrs3_s1_counts.txt" "BRR1_WRS1_dupl.bam" "BRR1_WRS2_dupl.bam" "BRR2_WRS1_dupl.bam" "BRR2_WRS2_dupl.bam" "BRR3_WRS1_dupl.bam" "BRR3_WRS2_dupl.bam" 
Geneid	Chr	Start	End	Strand	Length	BRR1_WRS1_dupl.bam	BRR1_WRS2_dupl.bam	BRR2_WRS1_dupl.bam	BRR2_WRS2_dupl.bam	BRR3_WRS1_dupl.bam	BRR3_WRS2_dupl.bam
YGL021W	7	454785	457067	+	2283	3625	7138	3763	3766	4390	4525
YGL020C	7	457163	457870	-	708	4724	4870	3347	3360	4059	2647
YGL019W	7	458156	458992	+	837	15250	16564	11154	11811	16550	9170
YGL018C	7	459110	459664	-	555	467	2183	1542	1997	2061	1888
YGL017W	7	459854	461365	+	1512	2403	1981	2650	1665	2880	1662
YGL016W	7	461666	464911	+	3246	4222	3494	3595	3148	4735	2397
YGL015C	7	465043	465435	-	393	2	42	28	29	30	33
YGL014W	7	466141	468807	+	2667	2290	2386	1826	1180	6688	1095
YGL014C-A	7	466237	466398	-	162	1	6	0	1	6	1
YGL013C	7	469092	472298	-	3207	5156	10987	10625	9231	12526	7946
YGL012W	7	472855	474276	+	1422	15513	8848	8215	7148	7574	4055
YGL011C	7	474489	475247	-	759	2832	9608	4990	6770	6776	5975
YGL010W	7	475545	476069	+	525	769	1406	368	1410	681	1330
YGL009C	7	476313	478652	-	2340	75345	31087	66138	34830	63531	22476
YGL008C	7	479910	482666	-	2757	99486	48670	125365	46295	76008	41153
YGL007C-A	7	482941	483027	-	87	196	444	221	427	271	390
YGL007W	7	483260	483637	+	378	3	9	8	13	8	4
YGL006W-A	7	485423	485533	+	111	573	1146	315	527	566	480
YGL006W	7	485921	489442	+	3522	5143	18193	5241	10078	13163	8227
YGL005C	7	489708	490547	-	840	8088	7051	5429	5237	6846	3823
YGL004C	7	490703	491956	-	1254	2481	3387	2357	3075	3464	2477
YGL003C	7	492474	494174	-	1701	2464	6193	3402	4407	5101	3755
YGL002W	7	494517	495167	+	651	3643	5122	2774	3445	3944	2886
YGL001C	7	495453	496502	-	1050	10359	6302	6218	5446	7375	3969
YGR001C	7	497133	498034	-	902	8973	8597	10479	8447	11914	7255
YGR002C	7	498476	499906	-	1431	1162	2148	1558	1604	3285	1401
YGR003W	7	500132	502366	+	2235	4530	2079	4005	2002	4746	1945
YGR004W	7	502938	504326	+	1389	1132	2501	1914	1773	2414	1268
YGR005C	7	504657	505859	-	1203	12850	13540	8574	8637	11691	6383
YGR006W	7	506070	506825	+	756	506	1061	574	809	1530	626
YGR007W	7	506969	507940	+	972	2821	4588	3122	3329	4449	3272
YGR008C	7	508110	508364	-	255	17430	98621	8618	84042	19475	62821
YGR009C	7	509047	511002	-	1956	14858	18377	19053	14946	21698	12025
YGR010W	7	511545	512732	+	1188	2447	5177	2892	3801	3185	3312
YGR011W	7	512497	512823	+	327	506	1039	599	811	914	581
YGR012W	7	513159	514340	+	1182	1824	4785	2496	3141	5592	2356
YGR013W	7	514554	516416	+	1863	8845	6884	5784	5287	8326	3901
YGR014W	7	516943	520863	+	3921	2195	6970	2430	4138	9795	3453
YGR015C	7	521090	522076	-	987	292	1707	787	1341	1406	1303
YGR016W	7	522261	522833	+	573	503	584	403	463	524	436
YGR017W	7	523787	524680	+	894	10438	7644	6581	4829	8208	3772
YGR018C	7	524365	524694	-	330	91	96	68	82	97	88
YGR019W	7	525229	526644	+	1416	3873	17469	6245	12676	10032	9916
YGR020C	7	526973	527329	-	357	13368	13565	12194	11457	14278	10342
YGR021W	7	527632	528504	+	873	5027	4645	2825	4593	3551	3067
YGR022C	7	529257	529586	-	330	11	29	6	9	27	17
YGR023W	7	529264	530919	+	1656	480	2290	800	1403	1723	864
YGR024C	7	531883	532596	-	714	3633	3316	2766	2734	4427	2634
YGR025W	7	532639	532941	+	303	1816	3176	1282	1697	1545	1419
YGR026W	7	532985	533821	+	837	4014	8546	3700	5207	5224	3795
YGR027C	7	534132	534785	-	654	95284	67820	84586	90140	116070	90638
YGR028W	7	542203	543291	+	1089	4285	3524	2395	2891	3152	2291
YGR029W	7	543553	544205	+	653	4200	5404	3752	4700	5460	3889
YGR030C	7	545681	546157	-	477	4318	3534	4291	3651	4585	3273
YGR031W	7	546441	547469	+	1029	10576	12261	9285	9099	12085	8151
YGR031C-A	7	546809	547300	-	492	80	55	68	40	42	56
YGR032W	7	548264	553951	+	5688	26911	28188	28266	19747	39168	13354
YGR033C	7	554248	554967	-	720	6051	10007	5425	6710	9221	6631
YGR034W	7	555812	556672	+	861	77639	45341	63380	52818	80142	50698
YGR035C	7	557072	557422	-	351	1022	578	2614	1369	1229	723
YGR035W-A	7	557565	557786	+	222	10	5	11	9	10	10
YGR036C	7	558149	558868	-	720	2945	3224	4718	5002	4641	3387
YGR037C	7	559731	559994	-	264	10439	20936	13884	20559	17960	16017
YGR038W	7	560682	561350	+	669	806	1200	677	878	961	856
YGR039W	7	574888	575199	+	312	343	381	335	388	505	244
YGR040W	7	575398	576504	+	1107	1035	1785	1610	1314	2699	1250
YGR041W	7	577487	579130	+	1644	679	1388	846	1081	3853	952
YGR042W	7	579476	580291	+	816	3921	4111	2764	3034	5443	2607
YGR043C	7	580435	581436	-	1002	7159	49513	11007	33836	22431	32478
YGR044C	7	582990	583892	-	903	1652	2595	1072	2056	1627	1446
YGR045C	7	583934	584296	-	363	232	272	134	211	174	177
YGR046W	7	584895	586052	+	1158	6841	5870	4748	4948	6345	4240
YGR047C	7	586392	589469	-	3078	9599	10104	8809	8008	12704	6425
YGR048W	7	589826	590911	+	1086	5847	10326	5784	7806	7655	6378
YGR049W	7	591314	591877	+	564	903	12975	3243	8632	5359	7218
YGR050C	7	592086	592442	-	357	1152	1557	979	1409	1502	1773
YGR051C	7	592906	593229	-	324	2	26	10	26	35	30
YGR052W	7	593596	594705	+	1110	1093	2741	697	2524	744	2767
YGR053C	7	594986	595837	-	852	467	1120	206	1013	618	977
YGR054W	7	596693	598621	+	1929	818	1452	1741	1537	6697	1624
YGR055W	7	599417	601141	+	1725	13812	2879	44684	4661	20966	2068
YGR056W	7	601661	604447	+	2787	3056	5160	3710	3245	7849	2856
YGR057C	7	604773	605501	-	729	2349	1403	2857	2313	2961	2189
YGR058W	7	606136	607143	+	1008	775	2635	3226	2644	2741	1827
YGR059W	7	607563	609101	+	1539	724	979	294	680	518	523
YGR060W	7	610564	611493	+	930	5725	12850	17647	8943	17840	9093
YGR061C	7	611889	615965	-	4077	19478	11345	14019	7912	35286	6061
YGR062C	7	616328	617278	-	951	1712	1809	1310	1827	1568	1399
YGR063C	7	617516	617824	-	309	3161	2314	2477	2931	3457	2783
YGR064W	7	617621	617989	+	369	16	69	36	80	43	69
YGR065C	7	618077	619858	-	1782	18585	14991	20757	10693	23111	9835
YGR066C	7	620921	621799	-	879	172	268	252	552	435	611
YGR067C	7	622372	624786	-	2415	5385	17743	2877	11292	6332	10587
YGR068C	7	625324	627084	-	1761	652	1017	1557	1090	4579	1066
YGR068W-A	7	626294	626389	+	96	26	39	9	27	10	20
YGR069W	7	627083	627418	+	336	248	139	167	132	127	126
YGR070W	7	627806	631273	+	3468	4638	12640	2688	10144	7607	7618
YGR071C	7	631481	634063	-	2583	2885	4045	2716	3263	4972	3165
YGR072W	7	634304	635467	+	1164	6694	4809	5509	3835	6155	3335
YGR073C	7	635615	635986	-	372	450	382	362	367	538	305
YGR074W	7	635712	636152	+	441	2997	2398	2353	1910	2295	1957
YGR075C	7	636147	636875	-	729	1103	709	978	765	1089	755
YGR076C	7	637104	637577	-	474	3460	4570	3112	3650	3481	3186
YGR077C	7	637744	639513	-	1770	1269	4508	4044	4137	5205	3195
YGR078C	7	639772	640371	-	600	1059	3851	5687	5012	5582	4429
YGR079W	7	640720	641832	+	1113	1170	2280	21345	22656	15468	19933
YGR080W	7	642010	643008	+	999	3022	8348	4238	6714	6274	5174
YGR081C	7	643148	643780	-	633	6443	3921	8593	5124	8108	4573
YGR082W	7	644044	644595	+	552	1437	6874	3874	5734	3223	4627
YGR083C	7	644860	646815	-	1956	6795	12168	14391	10396	18229	8237
YGR084C	7	647123	648142	-	1020	5846	7560	5430	6510	6640	4341
YGR085C	7	648383	648907	-	525	44015	41502	55614	36335	65082	35217
YGR086C	7	649598	650617	-	1020	9958	72529	19363	45384	53697	36562
YGR087C	7	651290	652981	-	1692	2754	2564	5776	2368	7304	3445
YGR088W	7	654634	656322	+	1689	836	19865	2245	13627	10039	14728
YGR089W	7	656960	659770	+	2811	4865	8540	7433	6033	8082	4871
YGR090W	7	662358	666071	+	3714	7661	8785	15418	8662	21312	7486
YGR091W	7	666341	667825	+	1485	4488	3693	4173	2891	5613	2479
YGR092W	7	668189	669907	+	1719	3246	5633	4147	4580	5850	3931
YGR093W	7	670388	671911	+	1524	4208	2957	5605	3029	6199	2900
YGR094W	7	672186	675500	+	3315	15428	13136	12187	8041	31283	7156
YGR095C	7	675671	676342	-	672	5446	3049	6193	3791	5525	3215
YGR096W	7	676621	677565	+	945	1152	812	1420	1412	1828	1112
YGR097W	7	678695	682135	+	3441	1647	4074	2891	3413	7239	2835
YGR098C	7	682566	687458	-	4893	7220	11716	6257	8665	10219	6903
YGR099W	7	687899	689965	+	2067	4928	6190	3656	4599	5452	4126
YGR100W	7	690245	693097	+	2853	7735	11049	7513	8668	11556	6865
YGR101W	7	693363	694403	+	1041	6126	6470	3319	4612	4281	3590
YGR102C	7	694584	695135	-	552	170	1470	681	1206	1414	1301
YGR103W	7	695417	697234	+	1818	59063	5941	39863	9566	33664	8448
YGR104C	7	697445	698368	-	924	825	1741	1029	1168	1549	1124
YGR105W	7	698599	698832	+	234	7179	6767	5950	6034	7243	5679
YGR106C	7	698989	699786	-	798	9767	8833	7175	6195	8428	4927
YGR107W	7	702667	703116	+	450	78	123	51	98	98	112
YGR108W	7	703636	705051	+	1416	7423	8108	5281	4817	3843	5983
YGR109C	7	705359	706501	-	1143	303	416	231	1013	1392	673
YGR110W	7	713709	715046	+	1338	2008	3638	1520	2114	2700	2327
YGR111W	7	715828	717030	+	1203	4762	9669	3524	7507	6218	6352
YGR112W	7	717358	718527	+	1170	1945	4557	1516	3620	3327	2645
YGR113W	7	718893	719924	+	1032	1240	4541	1974	3331	3016	3181
YGR114C	7	720265	720654	-	390	0	0	0	0	0	0
YGR115C	7	720372	721151	-	780	43	47	45	29	32	24
YGR116W	7	720409	724764	+	4356	25056	37392	26840	24163	40958	17194
YGR117C	7	725049	726479	-	1431	2406	2900	2235	2305	2849	2191
YGR118W	7	726974	727730	+	757	43218	28631	38786	28899	49039	29071
YGR119C	7	728046	729671	-	1626	14018	14144	12636	10444	16923	9749
YGR120C	7	730033	730821	-	789	325	742	543	654	1102	541
YGR121C	7	731449	732927	-	1479	30492	13680	28596	11137	28282	11143
YGR121W-A	7	733412	733627	+	216	60	91	55	118	62	69
YGR122W	7	733935	735143	+	1209	4942	3334	2813	2371	2514	2189
YGR122C-A	7	735630	735758	-	129	121	199	80	191	153	187
YGR123C	7	736662	738203	-	1542	4720	1411	5470	1916	6850	1966
YGR124W	7	739944	741662	+	1719	35115	16155	23521	12533	25477	9436
YGR125W	7	742325	745435	+	3111	23897	11361	18795	9005	16725	6650
YGR126W	7	745835	746527	+	693	191	494	393	459	594	409
YGR127W	7	746798	747736	+	939	1167	4336	786	3027	1996	2738
YGR128C	7	747950	750091	-	2142	18231	4212	16399	6027	14898	5136
YGR129W	7	750400	751047	+	648	2721	2689	3136	2326	3813	2147
YGR130C	7	751394	753844	-	2451	18074	60225	12498	42111	30679	28773
YGR131W	7	754726	755250	+	525	497	550	230	486	341	447
YGR132C	7	755589	756452	-	864	12203	18299	7270	13826	13148	10200
YGR133W	7	756896	757447	+	552	458	1803	1138	1478	2041	1421
YGR134W	7	757770	761138	+	3369	4715	7314	5576	5643	9271	4807
YGR135W	7	761392	762168	+	777	15411	17236	11446	12359	15464	10534
YGR136W	7	762428	763153	+	726	1184	4131	1920	3922	3194	2912
YGR137W	7	762888	763262	+	375	156	516	266	715	498	402
YGR138C	7	763762	765606	-	1845	114	142	226	172	190	139
YGR139W	7	765726	766064	+	339	43	85	61	57	51	63
YGR140W	7	767429	770299	+	2871	2392	5952	3917	5159	9229	3853
YGR141W	7	770569	771972	+	1404	5801	6796	3407	4756	5143	3452
YGR142W	7	772454	773686	+	1233	1934	6269	3126	12712	8768	8964
YGR143W	7	775193	777508	+	2316	8939	13097	6707	9280	9411	7307
YGR144W	7	780399	781379	+	981	28377	47613	33441	55376	56677	80109
YGR145W	7	781767	783890	+	2124	18221	3440	20536	5135	19467	4597
YGR146C	7	784223	784858	-	636	705	4862	1565	4109	2848	3922
YGR146C-A	7	785276	785437	-	162	35	132	124	131	25	128
YGR147C	7	786054	786920	-	867	13519	10379	10141	9295	11573	6942
YGR148C	7	787312	788178	-	867	85713	49559	67413	46904	81605	46154
YGR149W	7	789031	790329	+	1299	3071	6792	2578	4081	2915	3172
YGR150C	7	790459	793053	-	2595	7864	8678	7136	7004	10278	5674
YGR151C	7	794655	794990	-	336	104	45	171	71	113	42
YGR152C	7	794674	795492	-	819	3593	1642	6261	3485	6911	2313
YGR153W	7	796092	796745	+	654	1516	1160	1131	1449	1703	755
YGR154C	7	796798	797868	-	1071	1499	2196	1756	2201	3247	1759
YGR155W	7	798543	800066	+	1524	63125	15162	56071	17222	43023	13005
YGR156W	7	800546	801823	+	1278	1543	2726	1875	2568	3726	2223
YGR157W	7	802440	805049	+	2610	17015	32350	28127	15117	20406	13405
YGR158C	7	805269	806021	-	753	1957	1134	1948	1221	3322	1154
YGR159C	7	806412	807656	-	1245	21409	4410	51220	19427	44977	18885
YGR160W	7	807073	807684	+	612	35	17	66	30	29	53
YGR161C	7	808629	809420	-	792	1980	9832	8916	10244	7456	8118
YGR161W-C	7	810227	810505	+	279	7722	9478	5381	7622	7217	6770
YGR162W	7	824059	826917	+	2859	31720	23629	47108	24792	53040	18671
YGR163W	7	827552	828577	+	1026	4588	5691	4248	4263	5168	3399
YGR164W	7	828625	828960	+	336	78	100	88	58	74	41
YGR165W	7	829116	830153	+	1038	6158	5412	4175	4513	5003	3201
YGR166W	7	830515	832197	+	1683	565	750	770	660	2236	592
YGR167W	7	832456	833157	+	702	10676	35047	13149	24642	19944	19684
YGR168C	7	833352	834482	-	1131	1440	1590	985	1372	1562	1347
YGR169C	7	834689	835903	-	1215	2534	2033	2369	1867	2973	1566
YGR169C-A	7	836387	836665	-	279	12666	12167	11584	10193	10545	8880
YGR170W	7	837142	840558	+	3417	10127	11648	8874	8173	12309	6587
YGR171C	7	840824	842551	-	1728	1344	2797	1797	2304	2389	1750
YGR172C	7	842845	843591	-	747	2137	2236	1673	1704	2052	1513
YGR173W	7	843854	844960	+	1107	6349	3389	7224	3453	7836	3344
YGR174C	7	845893	846405	-	513	9993	23739	5638	21244	10779	14360
YGR174W-A	7	846655	846741	+	87	1376	5584	1061	6545	2280	5613
YGR175C	7	846933	848423	-	1491	25178	19117	27769	14752	34878	14212
YGR176W	7	848720	849067	+	348	28	55	33	74	39	83
YGR177C	7	848829	850436	-	1608	394	288	889	621	788	506
YGR178C	7	851047	853215	-	2169	14734	24006	14026	15575	21002	13169
YGR179C	7	853675	854895	-	1221	1893	3025	1744	2329	3691	2271
YGR180C	7	855264	856301	-	1038	15444	41462	22497	29527	35356	27916
YGR181W	7	858287	858604	+	318	241	360	171	317	708	273
YGR182C	7	858551	858904	-	354	14540	15946	7843	14155	12191	12192
YGR183C	7	859063	859476	-	414	15705	14693	8012	13286	12446	12791
YGR184C	7	859901	865753	-	5853	8230	22372	12459	14964	29099	11704
YGR185C	7	866336	867520	-	1185	9419	14997	17427	12496	18881	10628
YGR186W	7	867774	869981	+	2208	27225	24632	17347	15819	22980	12480
YGR187C	7	870232	871416	-	1185	12485	3747	12031	4416	10947	3882
YGR188C	7	872044	875109	-	3066	3862	5643	3671	5629	7066	4102
YGR189C	7	876669	878192	-	1524	7218	13871	9484	11042	17172	6333
YGR190C	7	880296	880661	-	366	8	30	20	23	22	37
YGR191W	7	880420	882231	+	1812	4130	3265	8034	5120	7980	4131
YGR192C	7	882812	883810	-	999	37680	493576	195201	368629	400293	371945
YGR193C	7	884509	885741	-	1233	3595	15442	7100	10295	10347	8088
YGR194C	7	886073	887875	-	1803	2890	8142	1109	6725	2928	4407
YGR195W	7	888882	889622	+	741	2512	2715	3112	2423	3843	2359
YGR196C	7	889733	892186	-	2454	14130	12754	9152	8715	13384	7272
YGR197C	7	892497	894140	-	1644	1659	3111	2399	2511	3560	2162
YGR198W	7	894693	897146	+	2454	3017	5566	8377	7032	10260	5524
YGR199W	7	897502	899781	+	2280	5265	5645	3562	4144	5708	3242
YGR200C	7	899904	902270	-	2367	24317	7145	18294	6967	19869	6203
YGR201C	7	902520	903197	-	678	1819	5477	2246	4914	3227	5478
YGR202C	7	903474	904748	-	1275	8602	13075	11781	11130	11778	7744
YGR203W	7	905237	905683	+	447	1317	2890	2077	2991	2904	3141
YGR204W	7	905934	908774	+	2841	21583	29051	38475	22342	37136	15587
YGR204C-A	7	909061	909174	-	114	5	20	9	22	5	14
YGR205W	7	909213	910085	+	873	2834	10224	2504	7154	5625	6088
YGR206W	7	910432	910737	+	306	2448	2985	2069	2846	2725	2490
YGR207C	7	910843	911628	-	786	14475	11008	9734	9571	11576	6800
YGR208W	7	911883	912812	+	930	5616	3014	7917	5348	8221	4210
YGR209C	7	912913	913227	-	315	10241	31779	11506	32914	16050	27492
YGR210C	7	913503	914738	-	1236	9554	8459	10873	8539	13968	7132
YGR211W	7	915241	916701	+	1461	5646	6034	14363	9131	15783	8188
YGR212W	7	917040	918446	+	1407	647	1996	1359	1812	1972	1479
YGR213C	7	918512	919465	-	954	35	28	28	28	20	39
YGR214W	7	920575	921788	+	1214	63652	42845	55651	41087	84816	37789
YGR215W	7	922175	922507	+	333	6453	8438	6004	7418	6425	5356
YGR216C	7	922633	924462	-	1830	2785	2143	2405	1779	2659	1692
YGR217W	7	924696	930815	+	6120	8925	9547	8909	6362	13142	5580
YGR218W	7	932541	935795	+	3255	8644	10752	9043	7849	19876	6740
YGR219W	7	936035	936376	+	342	20	24	21	21	43	9
YGR220C	7	936074	936883	-	810	2113	6038	3444	5023	4171	4198
YGR221C	7	937124	938992	-	1869	608	1427	650	1465	2818	890
YGR222W	7	939923	940804	+	882	3956	4111	2375	4229	4712	3761
YGR223C	7	940869	942215	-	1347	2940	6162	2551	3843	4335	3377
YGR224W	7	942806	944647	+	1842	22	38	20	18	58	10
YGR225W	7	945145	947019	+	1875	203	988	255	972	705	738
YGR226C	7	946792	947001	-	210	0	2	0	0	0	2
YGR227W	7	947420	948997	+	1578	398	536	435	398	1623	369
YGR227C-A	7	949052	949225	-	174	173	77	167	95	154	69
YGR228W	7	949365	949709	+	345	137	36	121	74	52	81
YGR229C	7	949382	950899	-	1518	23138	11673	23200	15078	24721	11509
YGR230W	7	951894	952307	+	414	2945	6085	4349	4547	6480	5133
YGR231C	7	952548	953480	-	933	9881	21321	9756	16444	15480	12592
YGR232W	7	953960	954646	+	687	2023	5447	3358	5609	5055	4573
YGR233C	7	954674	958210	-	3537	2135	2433	2390	1998	5593	1590
YGR234W	7	959904	961103	+	1200	29396	21240	21604	22213	30373	12869
YGR235C	7	961360	962061	-	702	10898	11620	6930	8900	10418	7608
YGR236C	7	962530	962817	-	288	995	40904	860	16782	4798	15487
YGR237C	7	963298	965655	-	2358	2338	4503	1142	2972	4819	2636
YGR238C	7	966039	968687	-	2649	893	1723	1170	1445	3102	1215
YGR239C	7	969187	970053	-	867	3340	6205	7939	6991	14121	7397
YGR240C	7	970771	973734	-	2964	29495	34926	30393	25704	41355	19817
YGR240C-A	7	974577	974777	-	201	50	171	107	141	179	99
YGR241C	7	974875	976581	-	1707	1401	4037	2358	3258	5459	2392
YGR242W	7	976415	976723	+	309	8	10	3	5	10	3
YGR243W	7	977336	977776	+	441	36099	74784	18635	40436	41665	38915
YGR244C	7	978036	979319	-	1284	15247	90425	34760	60587	62311	45116
YGR245C	7	979765	982068	-	2304	13489	2357	16472	6078	28220	4938
YGR246C	7	982482	984272	-	1791	3062	4095	2928	3079	6313	2573
YGR247W	7	984966	985685	+	720	2070	3384	1090	2575	2266	2159
YGR248W	7	985972	986739	+	768	543	13099	579	15080	2505	10472
YGR249W	7	988049	989419	+	1371	113	322	223	621	203	370
YGR250C	7	991176	993521	-	2346	26110	24465	15842	15973	19193	12605
YGR251W	7	995639	996229	+	591	3981	2577	6329	3829	5729	2719
YGR252W	7	996869	998188	+	1320	5865	8817	6011	6178	7127	5167
YGR253C	7	998358	999140	-	783	15295	19868	11928	13256	19146	11559
YGR254W	7	1000927	1002240	+	1314	29091	122033	65656	99581	115450	88381
YGR255C	7	1002523	1003962	-	1440	2416	5764	4757	5916	7458	4464
YGR256W	7	1004624	1006102	+	1479	2188	44318	8958	38717	17759	30905
YGR257C	7	1006205	1007305	-	1101	5867	4824	3572	4032	5788	3450
YGR258C	7	1007671	1010766	-	3096	7413	11246	14106	12800	17459	10504
YGR259C	7	1012481	1012921	-	441	6	16	2	10	18	21
YGR260W	7	1012485	1014089	+	1605	5333	8055	6659	6241	10474	3476
YGR261C	7	1014321	1016750	-	2430	8885	6585	6502	4967	9152	4070
YGR262C	7	1016974	1017759	-	786	5961	5928	5455	5135	7197	4242
YGR263C	7	1017967	1019241	-	1275	1779	1952	1860	1587	2054	1345
YGR264C	7	1019598	1021853	-	2256	14572	9109	19611	8902	20531	7489
YGR265W	7	1021648	1022058	+	411	8	5	1	12	2	10
YGR266W	7	1022656	1024761	+	2106	2144	4749	2652	2883	8714	2467
YGR267C	7	1025004	1025735	-	732	10884	9580	7880	7372	10763	5871
YGR268C	7	1026057	1026653	-	597	791	2842	1244	1890	1798	1649
YGR269W	7	1026636	1026962	+	327	229	556	333	364	491	315
YGR270W	7	1027370	1031509	+	4140	8828	21670	11234	14218	25744	11239
YGR270C-A	7	1027382	1027600	-	219	6	5	4	22	17	24
YGR271W	7	1031791	1037694	+	5904	9406	11180	9469	8597	15589	6714
YGR271C-A	7	1037800	1038501	-	702	12565	3098	12086	4481	9481	3752
YGR273C	7	1038715	1039239	-	525	37	31	14	13	38	11
YGR274C	7	1039895	1043095	-	3201	13205	11079	10807	8714	15078	6751
YGR275W	7	1043276	1043749	+	474	5328	5877	4990	4959	6816	4222
YGR276C	7	1043819	1045480	-	1662	7759	5327	5767	3955	7509	3364
YGR277C	7	1045644	1046561	-	918	4756	4018	3891	4196	6235	3218
YGR278W	7	1046731	1048464	+	1734	1772	3656	2567	3007	3876	2514
YGR279C	7	1048798	1049958	-	1161	2166	3282	1868	1911	4730	1503
YGR280C	7	1050910	1051725	-	816	3010	4201	17868	7312	11546	5739
YGR281W	7	1052824	1057257	+	4434	11647	25654	14558	18705	18373	15194
YGR282C	7	1057783	1058724	-	942	28193	73640	36812	37843	34637	34396
YGR283C	7	1059015	1060040	-	1026	6312	1686	6815	2751	5458	2331
YGR284C	7	1060658	1061590	-	933	3169	4436	3428	3684	4025	3033
YGR285C	7	1061852	1063153	-	1302	9281	19695	20731	15026	28613	11897
YGR286C	7	1063813	1064940	-	1128	81827	46949	58905	38446	74998	33471
YGR287C	7	1067222	1068991	-	1770	638	1042	527	920	1063	905
YGR288W	7	1070293	1071714	+	1422	1189	1143	825	1285	1436	926
YGR289C	7	1073963	1075813	-	1851	3172	3673	1330	2579	2460	2304
YGR290W	7	1075482	1075925	+	444	4	10	1	2	12	4
YGR291C	7	1076283	1076504	-	222	0	5	3	2	8	2
YGR292W	7	1076599	1078353	+	1755	668	875	895	1081	944	707
YGR293C	7	1079885	1080346	-	462	0	5	2	4	6	2
YGR294W	7	1080306	1080668	+	363	6	19	25	33	21	8
YGR295C	7	1081584	1082729	-	1146	2161	5216	1806	3727	2358	2596
YGR296W	7	1084864	1090591	+	5728	4	2	0	2	0	0
YGR296C-A	7	1088870	1089445	-	576	0	0	0	0	0	0
YGR296C-B	7	1089746	1090228	-	483	0	0	0	0	0	0
YHL050C	8	445	3311	-	2867	4479	7480	4140	5755	8275	4733
YHL050W-A	8	811	1293	+	483	4	11	2	2	3	6
YHL049C	8	3726	4541	-	816	120	152	122	117	144	95
YHL048C-A	8	5663	5797	-	135	26	23	8	11	17	18
YHL048W	8	6401	7546	+	1146	1382	6011	2009	4260	3056	3134
YHL047C	8	8351	10213	-	1863	3441	2783	2037	2088	2354	1779
YHL046W-A	8	9981	10307	+	327	2	5	3	8	2	2
YHL046C	8	11923	12285	-	363	11	39	14	14	24	26
YHL045W	8	12502	12849	+	348	14	28	14	18	40	35
YHL044W	8	13565	14272	+	708	367	528	265	857	459	520
YHL043W	8	14901	15413	+	513	19	13	11	16	5	18
YHL042W	8	15667	16119	+	453	115	163	99	158	193	166
YHL041W	8	17392	17841	+	450	3	15	9	23	9	20
YHL040C	8	19088	20971	-	1884	1726	1277	1938	1142	1638	928
YHL039W	8	21783	23540	+	1758	5609	2852	6622	3495	7745	3072
YHL038C	8	23617	25509	-	1893	2264	3126	4099	2568	4803	2058
YHL037C	8	25778	26179	-	402	98	45	219	25	137	19
YHL036W	8	26241	27881	+	1641	1277	833	3095	1096	4151	708
YHL035C	8	27978	32756	-	4779	893	3872	1392	3061	4650	2504
YHL034W-A	8	33176	33637	+	462	22	50	21	52	18	31
YHL034C	8	33193	34077	-	885	5211	58483	20513	45249	27183	34799
YHL033C	8	35255	36025	-	771	9956	27844	25543	33644	33586	37908
YHL032C	8	36379	38508	-	2130	15084	80005	21028	39308	36267	36190
YHL031C	8	38815	39486	-	672	1484	8176	3113	5817	6153	4839
YHL030W-A	8	39074	39535	+	462	109	505	118	282	191	343
YHL030W	8	40084	45690	+	5607	4058	13402	6032	9159	12339	7113
YHL029C	8	45929	47968	-	2040	2981	4698	4935	4002	8313	3457
YHL028W	8	48763	50580	+	1818	52	685	142	628	467	460
YHL027W	8	51111	52988	+	1878	16068	15577	12090	11090	15462	9693
YHL026C	8	53219	54166	-	948	822	795	1242	750	2621	667
YHL025W	8	54851	55849	+	999	12146	14795	7588	9763	10240	8133
YHL024W	8	56649	58790	+	2142	2563	7835	2586	5796	14313	6227
YHL023C	8	59123	62563	-	3441	3564	5542	4852	3584	10435	3423
YHL022C	8	62961	64157	-	1197	392	387	240	236	334	302
YHL021C	8	64462	65859	-	1398	5518	19351	1514	16679	3087	8795
YHL020C	8	66242	67456	-	1215	18631	25725	17385	11499	17666	11456
YHL019W-A	8	67711	68304	+	594	64	110	134	94	117	109
YHL019C	8	67731	69548	-	1818	2674	7328	3550	5521	5600	4900
